PSJudge,Unnamed: 0,avgEVC,avgSD,binCount,depth,elle,features,il,ils,je,le,nous,perNeg,perNegDoc,perPos,perPosDoc,pronounFrac,rfAccuracy,rfClassAccuracy,rfClassExact,rfClassMAE,rfMAE,runID,svmAccuracy,svmClassAccuracy,svmClassExact,svmClassMAE,svmMAE,toBeFrac,trees,vous
0.00268076012678,0.0,0.00161552887062,0.0021447291893,357,10.0,0.016890016028,auto,0.10868766031,0.443285435722,0.0179803567273,0.0200882374723,0.0746980453815,0.0131154941793,0.00328462367201,0.0187861506474,0.00644589732469,0.0239697241971,0.9375,,,,0.247321428571,coco_3_cv_3_netAng_30_twc_20_tfidfNoPro_both_bin_10,0.955357142857,,,,0.325456975554,0.166995856226,10,0.0793314839245
0.00269861127059,,0.00310539130035,0.0074966149696,357,10.0,0.000920574062701,auto,0.104455017663,0.43067729429,0.0343598413395,0.0139397115862,0.121216072159,0.0,0.00484021832607,0.0106072148277,0.00168803596666,0.0416345355935,0.892857142857,,,,0.284821428571,coco_3_cv_3_netAng_30_twc_20_tfidfNoPro_both_bin_10,0.964285714286,,,,0.301603667433,0.170044278925,10,0.0523165877194
0.00870017329564,,0.000292847352819,0.0,357,10.0,0.000934397337531,auto,0.120941438382,0.438115038054,0.0235484384982,0.0124484017085,0.0819795499451,0.00209828112524,0.000803073897367,0.00614136617858,0.001138752176,0.0515507358901,0.919642857143,,,,0.230357142857,coco_3_cv_3_netAng_30_twc_20_tfidfNoPro_both_bin_10,0.964285714286,,,,0.301603667433,0.180079364822,10,0.0712281413363
0.0,,0.00162113215483,0.0183062666392,357,10.0,0.0302637231361,auto,0.142565498498,0.428509975298,0.0124269515674,0.00506326400975,0.100510604791,0.00550928232595,0.00131733847132,0.0154770045168,0.0,0.0273604412005,0.928571428571,,,,0.250892857143,coco_3_cv_3_netAng_30_twc_20_tfidfNoPro_both_bin_10,0.964285714286,,,,0.301603667433,0.140746493349,10,0.0703220240422
0.0275705957609,,0.0108830543557,0.0245457300931,66,10.0,0.127136048503,auto,0.0735171016712,0.514120120023,0.0313931295514,0.0123392149914,0.0293162475264,0.0110172820765,0.00526618140495,0.0364527640805,0.00819499252051,0.0268336581591,0.666666666667,,,,1.03333333333,coco_3_cv_3_netAng_30_twc_20_tfidf_pronounFrac_bin_10,0.592592592593,,,,0.956273973453,,10,0.0614138792831
0.0287924835019,,0.0116240247128,0.022654743454,66,10.0,0.025801283966,auto,0.0683806055374,0.51963152572,0.0280393435925,0.00816034584028,0.0716501982949,0.0597581809479,0.00264404265356,0.0533166080399,0.0136313881427,0.0153753478096,0.666666666667,,,,0.959259259259,coco_3_cv_3_netAng_30_twc_20_tfidf_pronounFrac_bin_10,0.592592592593,,,,0.956273973453,,10,0.0705398777868
0.0423512106698,,0.0239961693289,0.0263764497087,66,,0.0640504651375,sqrt,0.077209082474,0.233411599445,0.0441690404518,0.068065966028,0.0649441202286,0.022586488117,0.0705320112655,0.109016399996,0.074603799047,0.0264189765908,0.481481481481,,,,1.04666666667,coco_3_cv_3_netAng_30_twc_20_tfidf_pronounFrac_bin_10,0.592592592593,,,,0.956273973453,,100,0.0522682215117
0.0271616004648,,0.0225366754421,0.0206573231097,66,,0.0329761296548,0.5,0.0898342114195,0.306783900941,0.0435055544118,0.0473493024516,0.0786152969074,0.0266103967242,0.0700656806986,0.110761421855,0.0625702057955,0.016917029193,0.555555555556,,,,0.965555555556,coco_3_cv_3_netAng_30_twc_20_tfidf_pronounFrac_bin_10,0.592592592593,,,,0.956273973453,,100,0.0436552709307
0.0375182731068,,0.0192156207887,0.0179645417012,66,,0.0320565119559,0.75,0.0722278436146,0.469052061899,0.0221839440468,0.0378600729817,0.063824792281,0.024760163474,0.037341538128,0.0797946169896,0.0276946427945,0.0165727633924,0.592592592593,,,,0.964444444444,coco_3_cv_3_netAng_30_twc_20_tfidf_pronounFrac_bin_10,0.592592592593,,,,0.956273973453,,100,0.0419326128454
0.029289012182,,0.0186315063184,0.0168911120417,66,,0.034789319286,0.75,0.075094175062,0.452238540023,0.0239899807683,0.0422566918724,0.072890616952,0.0297251964822,0.0239897528992,0.068713065274,0.0349212778122,0.0216831029496,0.62962962963,,,,0.927185185185,coco_3_cv_3_netAng_30_twc_20_tfidf_pronounFrac_bin_10,0.592592592593,,,,0.956273973453,,1000,0.0548966500773
0.0284198119574,,0.0177817330448,0.0162872108445,66,,0.0329173913299,0.8,0.0758544948582,0.490009520276,0.0218375092335,0.0397319068452,0.0725861659379,0.026393589657,0.0203704294818,0.0636385351666,0.0220509195423,0.0203939627661,0.62962962963,,,,0.91762962963,coco_3_cv_3_netAng_30_twc_20_tfidf_pronounFrac_bin_10,0.592592592593,,,,0.956273973453,,1000,0.0517268190589
0.0286133303712,,0.0139337260434,0.0172253309931,66,10.0,0.0287764786135,0.8,0.0674465250261,0.50229350105,0.0249108622748,0.0436513007969,0.0648704374236,0.0290650251743,0.0225123994709,0.0628974297836,0.0214324999652,0.0207548124714,0.62962962963,,,,0.912740740741,coco_3_cv_3_netAng_30_twc_20_tfidf_pronounFrac_bin_10,0.592592592593,,,,0.956273973453,,1000,0.0516163405421
0.0262627827663,,0.0187837891089,0.0165715762602,66,5.0,0.030130704923,0.8,0.0698024161207,0.501889140079,0.021292268825,0.0399124432798,0.0651087497477,0.0303386570767,0.0219345681404,0.0625365298737,0.0197281688789,0.0212329110358,0.592592592593,,,,0.91990355126,coco_3_cv_3_netAng_30_twc_20_tfidf_pronounFrac_bin_10,0.592592592593,,,,0.956273973453,,1000,0.0544752938837
0.0290498463195,,0.0215260533747,0.0166289296522,66,,0.0340562203259,0.6,0.0697955136059,0.408260504579,0.0307080722001,0.0436896396836,0.0735337261315,0.0287698895962,0.0388045962732,0.0914259382217,0.0415934759375,0.019991035849,0.555555555556,,,,0.931592592593,coco_3_cv_3_netAng_30_twc_20_tfidf_pronounFrac_bin_10,0.592592592593,,,,0.956273973453,,1000,0.0521665582502
0.0268551102565,,0.0165455712887,0.0161102405865,66,,0.030001317761,0.8,0.0679188039296,0.499819643173,0.0239860823287,0.041506784065,0.0592729798556,0.0272943069904,0.0212510245608,0.0648561251534,0.0242768018531,0.0202044840686,0.592592592593,,,,0.923851851852,coco_3_cv_3_netAng_30_twc_20_tfidf_pronounFrac_bin_10,0.592592592593,,,,0.956273973453,,1000,0.0601007241289
0.0267878773155,,0.0178551509632,0.014766142535,66,10.0,0.0280522119614,0.8,0.0683223564667,0.513567439368,0.0203857040252,0.0433435037477,0.0651351090006,0.0260366563574,0.0186493247276,0.0612894763927,0.018617867639,0.0205716519815,0.62962962963,,,,0.910296296296,coco_3_cv_3_netAng_30_twc_20_tfidf_pronounFrac_bin_10,0.592592592593,,,,0.956273973453,,1000,0.0566195275186
0.0289315564379,,0.0189989311123,0.018172680382,66,,0.0331246655173,0.8,0.0715210465432,0.499131833407,0.0199317864663,0.0400366078736,0.0627372358862,0.0238572271873,0.0208764855933,0.0617584583525,0.0221805909115,0.0219874014453,0.62962962963,,,,0.893592592593,coco_3_cv_3_netAng_30_twc_20_tfidf_pronounFrac_bin_10,0.592592592593,,,,0.956273973453,,1000,0.0567534928837
0.0255542328344,,0.0170624870613,0.0174597314703,66,,0.0337432050998,0.8,0.0728389622122,0.479739489551,0.0221112128503,0.04268787618,0.0657084394709,0.0273903377537,0.0233224957895,0.0689304640546,0.0270413033359,0.0206708411921,0.62962962963,,,,0.923814814815,coco_3_cv_3_netAng_30_twc_20_tfidf_pronounFrac_bin_10,0.592592592593,,,,0.956273973453,,1000,0.0557389211442
0.0262741678895,,0.0195446915623,0.0181780041001,66,,0.0331659105893,0.7,0.0763529144311,0.427950597307,0.0283312249074,0.0456153155138,0.072829815909,0.0264816989787,0.0362430802228,0.0811903721076,0.0350550180691,0.0186629826265,0.62962962963,,,,0.917679012346,coco_3_cv_3_netAng_30_twc_20_tfidf_pronounFrac_bin_10,0.592592592593,,,,0.956273973453,,3000,0.0541242057858
